Order_ID,Customer_ID,Product_ID,Order_Date,Quantity,Discount
O02553,C3965,P0155,2023-01-01,1,0.5778486648033343
O15489,C3692,P0082,01/02/2023,5,1.436208743732195
O27021,C1773,P0274,2023-01-01,9,-0.13822226017590883
O04389,C2937,P0262,2023-01-01,3,0.2502061347557371
O16935,C3890,P0432,March 5 2023,6,0.9069407926934974
O21950,C1091,P0082,2023-01-01,7,-0.17615326938259812
O11089,C0746,P0071,01/02/2023,6,0.9403480727992495
O09231,C1574,P0269,01/02/2023,3,0.6549800073908152
O22142,C4440,P0354,01/02/2023,9,0.7435474323737752
O25460,C3601,P0135,01/02/2023,7,0.8911585089602743
O03051,C2099,P0127,01/02/2023,5,0.5557519000848394
O05322,C3516,P0368,01/02/2023,5,0.3458033222405688
O28805,C3805,P0483,2023-01-01,8,1.082909097072906
O29442,C2852,P0065,2023-01-01,7,1.0185644634245659
O11789,C0591,P0191,March 5 2023,6,0.2614892535818368
O02555,C0692,P0476,01/02/2023,7,0.8199015279538893
O17473,C1163,P0279,01/02/2023,4,1.0649379789448
O12767,C3792,P0270,March 5 2023,9,0.8311053362934373
O29534,C0408,P0455,2023-01-01,2,0.22501010865619375
O00458,C2382,P0228,01/02/2023,2,0.3107241900331404
O15701,C0404,P0002,March 5 2023,9,-0.1300055208697917
O16066,C4742,P0361,01/02/2023,6,0.1543756896317014
O04721,C1483,P0241,01/02/2023,5,0.33010173608953236
O12446,C2122,P0266,01/02/2023,2,1.1510885938797064
O06304,C0864,P0070,01/02/2023,6,0.45914245578625074
O13565,C1584,P0294,March 5 2023,6,1.4304386120820414
O10199,C0216,P0004,2023-01-01,5,1.4756321427318084
O01920,C0742,P0404,2023-01-01,6,0.5581601254144335
O13227,C4513,P0149,2023-01-01,2,0.7341651493102561
O07694,C3838,P0351,01/02/2023,3,0.15172157808544529
O22052,C3274,P0037,March 5 2023,7,0.724153083082008
O06298,C4751,P0390,March 5 2023,1,0.15607974400857438
O06629,C0863,P0249,2023-01-01,9,1.0672586037062473
O12719,C3982,P0345,March 5 2023,3,0.7786097990262146
O05146,C2855,P0346,March 5 2023,2,1.1656924840405065
O17387,C4046,P0436,March 5 2023,3,1.4658964213878176
O19467,C3684,P0436,2023-01-01,2,0.09415003944244604
O10306,C4391,P0426,March 5 2023,9,0.5831277369555128
O02589,C0449,P0050,01/02/2023,5,-0.1911316977464108
O26719,C2150,P0131,01/02/2023,4,-0.0897887617075212
O04310,C1115,P0401,March 5 2023,3,1.413663410603971
O02241,C2837,P0385,01/02/2023,9,0.07734329378486987
O22150,C3428,P0185,01/02/2023,9,0.648154586115349
O13601,C2193,P0416,01/02/2023,3,0.9855623841520678
O07711,C3338,P0320,01/02/2023,5,0.2194449858907877
O21364,C2166,P0093,01/02/2023,8,0.21721122332539167
O26662,C1526,P0106,March 5 2023,9,1.051901087597634
O00938,C0263,P0379,March 5 2023,7,-0.13964872317397753
O29610,C1299,P0062,01/02/2023,7,0.9924740133158987
O04301,C3418,P0358,2023-01-01,3,0.680583923505059
O03970,C3036,P0472,2023-01-01,5,1.160093649273306
O29613,C2712,P0345,March 5 2023,5,1.4233968929265965
O03999,C0786,P0030,01/02/2023,8,0.8465406734143253
O21034,C4988,P0207,March 5 2023,2,0.3588854111284034
O23011,C3969,P0195,2023-01-01,7,1.1461695829940672
O03408,C2409,P0012,2023-01-01,2,0.0008990427384333033
O13807,C3046,P0154,2023-01-01,5,0.16649952932105427
O08962,C0235,P0312,01/02/2023,4,0.6724093427335163
O16632,C3334,P0141,01/02/2023,6,0.35820289883642026
O13385,C1074,P0051,March 5 2023,6,1.0743205469420434
O24948,C4446,P0446,01/02/2023,2,0.6471830135212444
O05950,C4512,P0079,March 5 2023,9,1.2358901906271214
O02926,C2890,P0456,01/02/2023,1,0.7547159146065949
O07975,C0743,P0221,2023-01-01,5,0.8231972663759448
O20241,C3943,P0127,2023-01-01,3,0.43059362528872164
O21314,C1005,P0392,2023-01-01,7,0.4469722408119869
O23398,C0012,P0166,01/02/2023,3,-0.15349567593166086
O25277,C1850,P0346,2023-01-01,9,0.7483777833483749
O26761,C4901,P0006,01/02/2023,3,0.4843057884542535
O06966,C3603,P0056,March 5 2023,1,-0.1585883908849816
O09133,C2260,P0490,01/02/2023,7,0.6076964267271641
O28490,C4365,P0054,2023-01-01,3,0.4928290156768553
O06587,C0983,P0134,01/02/2023,3,1.4930313057314533
O22880,C4869,P0466,01/02/2023,4,1.245674761719938
O05091,C1959,P0486,01/02/2023,3,1.2021459983332237
O08985,C2228,P0463,March 5 2023,3,0.974319377791864
O17061,C1762,P0116,2023-01-01,7,1.2145721402001752
O22293,C1288,P0399,01/02/2023,7,0.18344864367903102
O01561,C1016,P0302,March 5 2023,7,0.9694005012780786
O20437,C2153,P0353,2023-01-01,7,1.4127151110986007
O08644,C4582,P0190,01/02/2023,6,0.5740218338847987
O27042,C4499,P0220,2023-01-01,2,1.219279051461258
O14785,C4485,P0102,2023-01-01,1,0.5800078676402798
O03656,C0607,P0095,March 5 2023,8,0.0045401049093080625
O21618,C4044,P0462,2023-01-01,6,-0.10889426050005968
O20530,C4218,P0032,01/02/2023,7,1.1001166731594811
O21872,C2836,P0148,01/02/2023,3,0.49160884296974655
O24465,C4132,P0478,March 5 2023,4,0.8639413214911467
O28330,C0709,P0422,2023-01-01,3,0.6485817056897332
O16139,C0766,P0123,01/02/2023,7,1.248136807956993
O00209,C4598,P0156,01/02/2023,6,0.6425313361569651
O04983,C3598,P0015,2023-01-01,8,0.8309145508715798
O07141,C2964,P0428,01/02/2023,8,0.21991035311822987
O10118,C0091,P0470,March 5 2023,8,0.1049411325222473
O16261,C0099,P0100,2023-01-01,7,0.23564151837549702
O21329,C3024,P0070,March 5 2023,1,0.07781508935102033
O24364,C0685,P0031,2023-01-01,9,0.7622851011361549
O03966,C1750,P0487,2023-01-01,9,0.6566189140538128
O10069,C3948,P0170,01/02/2023,5,0.8070399191889184
O08818,C3669,P0413,March 5 2023,7,0.48996883200934077
O10918,C0393,P0137,2023-01-01,2,-0.046478317187450296
O09650,C0593,P0270,March 5 2023,8,-0.10677479914732424
O19208,C2881,P0140,01/02/2023,7,1.086227409234614
O01250,C0885,P0116,2023-01-01,6,1.2222308028225641
O04758,C3052,P0313,March 5 2023,3,1.2043111076011859
O04363,C0504,P0085,2023-01-01,7,0.27390896786400065
O02163,C3750,P0358,01/02/2023,9,0.27433870838629254
O09815,C1777,P0022,March 5 2023,2,0.7258037890450617
O01853,C4437,P0052,2023-01-01,2,1.0331897344850927
O17137,C3497,P0289,2023-01-01,3,0.21507117649781882
O21832,C0133,P0453,01/02/2023,4,0.9641468417711012
O01868,C2925,P0044,01/02/2023,2,0.7425721764676179
O29735,C4307,P0415,2023-01-01,3,0.07628743164192647
O16565,C0584,P0180,01/02/2023,2,0.1567514181457209
O17897,C1436,P0357,01/02/2023,6,0.34314227929742097
O15568,C0356,P0203,March 5 2023,8,1.3691110647995999
O09094,C3354,P0414,01/02/2023,3,1.2933567064430145
O19728,C1750,P0427,01/02/2023,9,0.1627292887009199
O05238,C1700,P0334,March 5 2023,7,1.2169046776740269
O28029,C1709,P0075,01/02/2023,5,0.49667494866962786
O07089,C3681,P0098,01/02/2023,9,0.3702970879924398
O28183,C0536,P0448,01/02/2023,2,0.23507188877242258
O22785,C2468,P0235,2023-01-01,2,1.0138477974059013
O18940,C0150,P0408,March 5 2023,5,0.5990083963284407
O26715,C1755,P0265,2023-01-01,9,1.473780062988485
O22482,C2550,P0288,March 5 2023,5,0.7570281622384982
O05280,C0887,P0377,01/02/2023,2,0.46528075599730206
O04244,C2995,P0056,01/02/2023,9,0.4007504239080582
O02164,C4838,P0169,2023-01-01,4,0.8575592321896686
O22985,C2562,P0051,March 5 2023,9,0.11320436833988556
O27188,C1608,P0126,March 5 2023,5,0.7350200949143271
O15149,C1241,P0062,March 5 2023,4,1.2905492478463454
O14088,C0207,P0107,2023-01-01,4,1.1021888845378498
O18405,C3832,P0142,2023-01-01,2,0.27926490756772543
O02821,C3361,P0135,2023-01-01,5,0.9123101373656877
O22322,C2899,P0165,01/02/2023,2,0.6949527067894397
O22516,C3587,P0239,2023-01-01,2,0.08990330043891775
O10473,C2755,P0027,March 5 2023,8,-0.06238615331583566
O13686,C2725,P0327,March 5 2023,6,0.3978402746202205
O09762,C4034,P0343,March 5 2023,8,0.4094662177416269
O05969,C2279,P0257,2023-01-01,9,1.170581252302724
O26548,C0988,P0130,2023-01-01,1,0.9599188162222305
O12178,C4976,P0280,01/02/2023,1,0.5879389681279497
O26820,C2859,P0417,March 5 2023,3,0.12261580059123828
O06168,C4302,P0419,March 5 2023,1,0.8504051107944572
O27018,C1649,P0208,March 5 2023,5,0.8512521695654622
O17097,C2408,P0254,2023-01-01,1,0.31965379401835564
O14096,C2420,P0435,01/02/2023,1,1.417006978514581
O07203,C1124,P0018,01/02/2023,4,1.289444589479709
O03545,C0528,P0092,01/02/2023,2,1.3023485780422184
O24798,C1271,P0189,March 5 2023,6,0.1306622738839754
O00863,C1419,P0179,2023-01-01,1,0.570059431883909
O16148,C4173,P0252,01/02/2023,3,1.1469451380864677
O21009,C1735,P0466,March 5 2023,8,0.2512972119591174
O21691,C4136,P0228,2023-01-01,2,-0.06619860275928921
O17809,C4385,P0227,01/02/2023,1,0.8440592517397238
O18688,C1148,P0029,March 5 2023,9,0.317671384069012
O00653,C1523,P0138,01/02/2023,1,0.25736037173756005
O25735,C2761,P0264,01/02/2023,3,0.4817675550835034
O08129,C0710,P0116,2023-01-01,6,0.7290442691047205
O26418,C0960,P0100,01/02/2023,4,1.336280736573781
O23118,C4918,P0097,2023-01-01,9,0.3697538060764694
O00443,C3709,P0147,01/02/2023,7,0.8856775227872336
O27041,C0004,P0259,01/02/2023,6,-0.02504864775151064
O23843,C4919,P0068,2023-01-01,9,1.4790075881372535
O21053,C0117,P0180,2023-01-01,5,0.9313203155803582
O05106,C2791,P0204,March 5 2023,4,1.05220145423323
O04436,C4756,P0323,01/02/2023,1,0.684765721541807
O19241,C1566,P0137,01/02/2023,2,-0.1688431779080372
O09472,C4762,P0236,March 5 2023,2,1.332590768398259
O03039,C3372,P0107,2023-01-01,3,0.6886689761272
O28371,C3329,P0491,March 5 2023,3,0.015062139137203029
O28213,C2708,P0321,2023-01-01,4,1.0128766668153144
O28334,C1185,P0381,March 5 2023,8,1.2745374908256382
O08291,C3346,P0254,2023-01-01,5,1.1848178550190922
O10278,C4512,P0438,01/02/2023,2,0.6650976087939726
O16285,C1147,P0493,01/02/2023,5,0.11740633273444795
O26886,C4965,P0137,2023-01-01,5,0.7994977076899696
O28821,C3066,P0046,2023-01-01,2,1.4897789566085862
O13944,C0615,P0065,March 5 2023,6,-0.1844805068207095
O02737,C3120,P0207,March 5 2023,2,-0.19373669702426732
O23340,C1026,P0454,01/02/2023,2,0.9025561899315906
O21623,C3070,P0456,March 5 2023,9,1.094425813237268
O01607,C0761,P0366,March 5 2023,2,0.6638599401094243
O02953,C2630,P0407,March 5 2023,6,0.957108204183807
O12173,C4366,P0456,01/02/2023,4,0.10172915819846395
O05933,C2005,P0429,March 5 2023,2,0.1820882858319151
O11386,C4822,P0220,01/02/2023,2,0.46173916828137435
O28915,C0433,P0135,March 5 2023,9,0.05144641213620865
O15221,C4617,P0011,01/02/2023,6,1.259475768393474
O04682,C2916,P0129,March 5 2023,5,0.5187682480642375
O14853,C3962,P0392,2023-01-01,2,-0.11599209513639606
O11284,C2537,P0326,March 5 2023,9,1.4427905068529208
O22717,C4905,P0412,March 5 2023,8,0.6234488374274016
O23776,C1222,P0351,2023-01-01,4,0.5929501721315207
O11154,C4531,P0339,March 5 2023,9,1.0956994713509696
O27238,C2264,P0249,2023-01-01,9,1.0412834000039428
O09047,C1533,P0150,2023-01-01,8,1.4475137107047542
O22993,C4793,P0472,March 5 2023,2,0.8481146658917189
O10338,C0791,P0078,01/02/2023,4,1.058507959398817
O14323,C3156,P0032,March 5 2023,3,1.2909373449981523
O04925,C1052,P0483,2023-01-01,7,1.0261027293297038
O25962,C2084,P0221,2023-01-01,5,0.4908158493919303
O23634,C2554,P0143,2023-01-01,3,1.1668542272013496
O26292,C3603,P0392,March 5 2023,4,0.5491151923002715
O05783,C1681,P0107,2023-01-01,6,1.4996162349853261
O12343,C2307,P0457,2023-01-01,2,0.2901293522706307
O09917,C3722,P0419,March 5 2023,1,-0.10743268572734195
O10145,C3326,P0182,01/02/2023,3,0.06839167263420776
O29717,C2036,P0415,March 5 2023,7,1.458693536425552
O06723,C3157,P0174,March 5 2023,7,0.7039765225157826
O16568,C3725,P0113,01/02/2023,7,0.45885575174988974
O16905,C2681,P0141,March 5 2023,4,1.2733095134761703
O26887,C1964,P0162,2023-01-01,6,0.17933502801533896
O17632,C2459,P0119,01/02/2023,1,-0.1170167589031895
O26234,C0421,P0013,March 5 2023,3,0.2598921416866673
O13349,C0958,P0256,2023-01-01,2,-0.15664054953224474
O01002,C2046,P0050,2023-01-01,5,-0.07537369932431699
O06266,C0594,P0471,2023-01-01,2,1.040263786518346
O27803,C2217,P0075,2023-01-01,3,0.23775006986060104
O22828,C1348,P0047,01/02/2023,2,0.25968147014243587
O11330,C2829,P0185,2023-01-01,8,0.9289510214475973
O26504,C0227,P0168,2023-01-01,5,0.512589121163737
O14980,C0004,P0244,01/02/2023,1,0.1073174962310594
O07017,C0151,P0200,2023-01-01,1,0.07937894301498905
O08585,C2268,P0396,2023-01-01,5,-0.10841157070532408
O16011,C4252,P0184,March 5 2023,9,-0.17806824206474348
O18001,C3329,P0153,2023-01-01,6,0.821480527522916
O28217,C3077,P0142,01/02/2023,5,1.36557363089469
O17044,C2325,P0254,March 5 2023,8,1.3748769592740955
O05524,C3971,P0235,March 5 2023,4,-0.036062068418777404
O24000,C1004,P0119,2023-01-01,3,0.8053805299351722
O05250,C4976,P0079,March 5 2023,9,1.3034966594839643
O28740,C3660,P0393,01/02/2023,3,0.9605865444701358
O07512,C3518,P0144,01/02/2023,9,0.5623853407619293
O23289,C0994,P0103,01/02/2023,4,-0.06699139832437459
O00319,C1736,P0383,March 5 2023,7,0.5329227935422489
O10416,C1622,P0108,2023-01-01,3,0.5040301828343388
O25159,C2627,P0265,2023-01-01,2,0.865290584686514
O03600,C1953,P0430,01/02/2023,2,0.5427272248441724
O22344,C4708,P0110,March 5 2023,7,-0.06665976735120999
O05279,C3492,P0009,March 5 2023,4,1.2677013425089507
O25157,C1925,P0444,2023-01-01,4,1.2849024267527498
O28272,C0172,P0034,2023-01-01,1,0.8940737734184685
O18151,C1192,P0360,March 5 2023,4,1.1712141231167443
O26132,C1126,P0391,2023-01-01,6,1.4614798750180895
O15494,C0227,P0137,March 5 2023,1,0.23302114879445157
O18182,C3643,P0198,01/02/2023,3,1.0367923313110852
O12398,C1986,P0353,01/02/2023,6,-0.18295744798631852
O25574,C3728,P0448,March 5 2023,3,0.6477008795466277
O25333,C1234,P0324,March 5 2023,9,0.04381100398003873
O00282,C3766,P0464,2023-01-01,6,0.9543354239200497
O14030,C4616,P0047,2023-01-01,3,0.5665514005186596
O22721,C3715,P0275,March 5 2023,1,0.4609108826880037
O15302,C4521,P0323,March 5 2023,1,0.9680237926682789
O05166,C2121,P0045,01/02/2023,6,1.3950476707029824
O07121,C0342,P0097,01/02/2023,3,0.19432464564579383
O14677,C4466,P0035,01/02/2023,1,1.482055416078653
O23793,C2931,P0238,March 5 2023,2,0.6637783384646392
O16373,C4317,P0000,01/02/2023,6,1.3243288988671331
O21873,C4735,P0049,2023-01-01,3,1.097133121341324
O04896,C1358,P0315,01/02/2023,1,0.1967910385830236
O16514,C2421,P0359,01/02/2023,1,1.277822092666542
O01293,C4832,P0028,2023-01-01,7,1.0423935984053332
O22443,C3174,P0019,2023-01-01,9,-0.017268476719050352
O06957,C0737,P0028,March 5 2023,3,1.21861256988074
O16444,C4660,P0015,March 5 2023,7,0.08054685619500412
O18595,C1026,P0335,01/02/2023,2,0.688874786900622
O09740,C4639,P0483,2023-01-01,7,0.8077856399701209
O12559,C1103,P0236,01/02/2023,3,0.8426532922334105
O09973,C2683,P0423,March 5 2023,4,0.7995680906934108
O06276,C4944,P0343,2023-01-01,5,1.2265371085849448
O21747,C0395,P0400,2023-01-01,4,0.3427634586015657
O08152,C2939,P0218,01/02/2023,1,-0.0031975602194615205
O07973,C4484,P0487,01/02/2023,6,1.3417777169883416
O15333,C3331,P0072,2023-01-01,1,0.7067080853485714
O00037,C1534,P0147,March 5 2023,6,0.970499291176478
O05990,C0044,P0173,March 5 2023,2,1.2350878984865576
O05438,C1979,P0023,2023-01-01,3,0.8528410923329599
O24061,C1864,P0425,01/02/2023,7,0.43937390308605756
O15735,C1807,P0468,2023-01-01,6,0.24067583042703722
O28207,C2274,P0208,01/02/2023,6,0.09246592446444107
O10856,C4444,P0486,March 5 2023,6,1.326333175716383
O00473,C2160,P0049,2023-01-01,8,1.2849106840320195
O00058,C3101,P0286,01/02/2023,2,0.8592401346715313
O02636,C2323,P0397,2023-01-01,1,0.11137834315767875
O14834,C3433,P0420,01/02/2023,1,1.3468798677157723
