Payment_ID,Order_ID,Payment_Method,Payment_Status
PAY00261,O08062,Cash,Failed
PAY00262,O23184,Cash,Failed
PAY00263,O15718,Transfer,Failed
PAY00265,O03841,Cash,Paid
PAY00266,O16505,Transfer,Pending
PAY00269,O07049,Cash,Pending
PAY00270,O06777,Cash,Paid
PAY00272,O04718,Cash,Pending
PAY00274,O22089,Transfer,Paid
PAY00275,O11733,Cash,Paid
PAY00276,O08250,Transfer,Pending
PAY00277,O28315,Card,Pending
PAY00278,O24288,Transfer,Paid
PAY00279,O24425,Transfer,Pending
PAY00282,O12251,Transfer,Pending
PAY00284,O18225,Cash,Paid
PAY00285,O11818,Cash,Failed
PAY00286,O29381,Cash,Pending
PAY00287,O03718,Card,Failed
PAY00288,O13845,Cash,Failed
PAY00290,O03630,Transfer,Failed
PAY00291,O14468,Cash,Paid
PAY00292,O13073,Cash,Pending
PAY00293,O19494,Transfer,Failed
PAY00294,O24443,Cash,Paid
PAY00296,O21141,Cash,Paid
PAY00297,O12084,Transfer,Pending
PAY00298,O03977,Transfer,Failed
PAY00299,O05212,Card,Failed
PAY00300,O24960,Cash,Failed
PAY00301,O13708,Transfer,Pending
PAY00302,O17872,Transfer,Pending
PAY00303,O24919,Cash,Pending
PAY00305,O21275,Transfer,Paid
PAY00306,O27798,Transfer,Pending
PAY00307,O04566,Cash,Paid
PAY00308,O10466,Card,Paid
PAY00309,O12749,Cash,Failed
PAY00312,O22233,Cash,Pending
PAY00316,O29727,Card,Failed
PAY00317,O23188,Cash,Paid
PAY00318,O09939,Card,Paid
PAY00320,O02989,Card,Paid
PAY00321,O17473,Transfer,Paid
PAY00322,O10328,Card,Failed
PAY00323,O03109,Cash,Paid
PAY00324,O03185,Card,Paid
PAY00325,O15739,Transfer,Failed
PAY00326,O23885,Card,Failed
PAY00328,O14490,Cash,Pending
PAY00330,O23286,Transfer,Pending
PAY00331,O14135,Cash,Failed
PAY00332,O12725,Card,Pending
PAY00333,O25348,Cash,Failed
PAY00334,O26881,Card,Pending
PAY00336,O26727,Cash,Paid
PAY00337,O01896,Cash,Paid
PAY00338,O00259,Transfer,Pending
PAY00339,O26734,Card,Paid
PAY00340,O01976,Transfer,Pending
PAY00341,O12651,Card,Pending
PAY00342,O21002,Card,Pending
PAY00343,O05357,Cash,Failed
PAY00344,O26953,Card,Failed
PAY00346,O09635,Transfer,Pending
PAY00347,O14806,Card,Paid
PAY00348,O20902,Transfer,Pending
PAY00349,O12925,Card,Pending
PAY00350,O00632,Card,Pending
PAY00351,O14610,Transfer,Failed
PAY00352,O12105,Card,Pending
PAY00353,O22151,Card,Paid
PAY00354,O08484,Card,Pending
PAY00356,O00397,Card,Pending
PAY00358,O04887,Transfer,Failed
PAY00360,O14173,Cash,Paid
PAY00361,O09743,Cash,Paid
PAY00362,O24313,Card,Pending
PAY00363,O17951,Transfer,Failed
PAY00365,O06142,Cash,Paid
PAY00366,O27629,Card,Paid
PAY00368,O09000,Cash,Paid
PAY00369,O26614,Cash,Failed
PAY00370,O27571,Card,Paid
PAY00371,O27889,Transfer,Failed
PAY00373,O03309,Card,Pending
PAY00376,O11206,Cash,Pending
PAY00377,O20359,Card,Pending
PAY00378,O21106,Card,Failed
PAY00379,O26340,Transfer,Paid
PAY00380,O21048,Card,Paid
PAY00381,O12741,Card,Failed
PAY00382,O04241,Card,Pending
PAY00383,O16907,Transfer,Pending
PAY00384,O21717,Card,Paid
PAY00385,O02794,Cash,Paid
PAY00386,O09368,Card,Pending
PAY00389,O15845,Cash,Failed
PAY00390,O25927,Cash,Pending
PAY00391,O15835,Transfer,Failed
PAY00392,O04284,Transfer,Paid
PAY00393,O20543,Card,Failed
PAY00394,O07364,Transfer,Failed
PAY00395,O17691,Cash,Pending
PAY00396,O26650,Card,Paid
PAY00397,O22165,Cash,Failed
PAY00398,O04762,Transfer,Paid
PAY00399,O13241,Card,Pending
PAY00400,O27220,Card,Paid
PAY00402,O05826,Transfer,Failed
PAY00404,O28003,Cash,Paid
PAY00405,O20984,Cash,Failed
PAY00406,O22635,Card,Pending
PAY00408,O10213,Cash,Failed
PAY00409,O01636,Transfer,Failed
PAY00410,O17863,Card,Failed
PAY00411,O12808,Transfer,Pending
PAY00412,O17206,Cash,Failed
PAY00413,O17684,Transfer,Pending
PAY00414,O26763,Transfer,Paid
PAY00415,O18749,Card,Paid
PAY00416,O27890,Cash,Failed
PAY00417,O14990,Transfer,Pending
PAY00419,O04778,Transfer,Pending
PAY00420,O19676,Transfer,Paid
PAY00421,O12310,Card,Failed
PAY00422,O11523,Card,Failed
PAY00423,O15341,Cash,Paid
PAY00424,O25187,Transfer,Paid
PAY00425,O04123,Transfer,Pending
PAY00426,O05942,Cash,Pending
PAY00429,O23592,Cash,Pending
PAY00431,O02244,Transfer,Failed
PAY00432,O21219,Cash,Pending
PAY00433,O05826,Transfer,Failed
PAY00434,O08689,Transfer,Pending
PAY00435,O21272,Transfer,Pending
PAY00436,O14407,Transfer,Paid
PAY00437,O19330,Card,Paid
PAY00438,O22659,Transfer,Failed
PAY00440,O15302,Card,Pending
PAY00441,O03834,Cash,Pending
PAY00442,O00357,Card,Pending
PAY00443,O22892,Cash,Failed
PAY00444,O08129,Card,Failed
PAY00445,O00879,Transfer,Paid
PAY00446,O23850,Transfer,Failed
PAY00447,O11300,Transfer,Paid
PAY00448,O28553,Cash,Pending
PAY00449,O12454,Transfer,Failed
PAY00450,O11973,Cash,Paid
PAY00451,O22318,Transfer,Failed
PAY00453,O23134,Transfer,Paid
PAY00455,O10068,Transfer,Failed
PAY00456,O01767,Card,Failed
PAY00457,O09215,Card,Paid
PAY00458,O29502,Cash,Failed
PAY00459,O11931,Cash,Paid
PAY00460,O12707,Card,Failed
PAY00461,O09324,Cash,Failed
PAY00462,O21469,Transfer,Failed
PAY00463,O05180,Transfer,Paid
PAY00464,O07842,Card,Pending
PAY00466,O24027,Card,Pending
PAY00468,O05825,Transfer,Failed
PAY00470,O24051,Transfer,Failed
PAY00471,O02190,Cash,Pending
PAY00472,O19772,Card,Pending
PAY00473,O14062,Card,Pending
PAY00474,O04865,Cash,Paid
PAY00475,O24575,Cash,Failed
PAY00476,O24141,Transfer,Paid
PAY00477,O03533,Cash,Pending
PAY00478,O09671,Card,Pending
PAY00481,O22797,Card,Failed
PAY00483,O05833,Card,Failed
PAY00484,O02953,Transfer,Paid
PAY00485,O08762,Cash,Paid
PAY00487,O22412,Card,Paid
PAY00488,O02620,Cash,Pending
PAY00489,O12106,Card,Failed
PAY00490,O05928,Card,Pending
PAY00491,O23794,Cash,Paid
PAY00492,O03547,Cash,Pending
PAY00493,O13622,Transfer,Paid
PAY00494,O06440,Transfer,Pending
PAY00495,O17338,Cash,Paid
PAY00496,O11103,Card,Paid
PAY00497,O19717,Cash,Failed
PAY00498,O08307,Cash,Pending
PAY00501,O24796,Transfer,Paid
PAY00502,O10148,Transfer,Failed
PAY00504,O24284,Card,Paid
PAY00505,O08353,Cash,Failed
PAY00506,O16411,Transfer,Pending
PAY00507,O17139,Cash,Paid
PAY00509,O09028,Transfer,Failed
PAY00510,O15930,Transfer,Pending
PAY00511,O05877,Transfer,Paid
PAY00512,O27448,Transfer,Pending
PAY00513,O20628,Card,Failed
PAY00514,O29986,Card,Pending
PAY00515,O09145,Card,Paid
PAY00517,O29451,Cash,Paid
PAY00518,O00085,Transfer,Failed
PAY00519,O24479,Card,Failed
PAY00520,O19871,Card,Paid
PAY00521,O23824,Card,Failed
PAY00522,O07645,Card,Pending
PAY00524,O08157,Transfer,Pending
PAY00527,O14480,Cash,Paid
PAY00528,O09528,Card,Failed
PAY00529,O06416,Card,Failed
PAY00530,O19622,Cash,Pending
PAY00531,O13086,Transfer,Failed
PAY00532,O02945,Transfer,Failed
PAY00533,O28414,Card,Pending
PAY00535,O19592,Transfer,Failed
PAY00536,O23142,Cash,Pending
PAY00540,O11450,Transfer,Paid
PAY00541,O21083,Transfer,Pending
PAY00542,O15265,Cash,Paid
PAY00545,O04925,Cash,Pending
PAY00546,O17550,Card,Pending
PAY00547,O28147,Card,Pending
PAY00551,O18991,Cash,Pending
PAY00555,O15398,Transfer,Failed
PAY00557,O14549,Card,Failed
PAY00558,O09002,Cash,Failed
PAY00559,O12924,Cash,Failed
PAY00561,O06385,Transfer,Paid
PAY00562,O02209,Transfer,Pending
PAY00563,O05894,Card,Paid
PAY00564,O15037,Card,Paid
PAY00566,O17645,Transfer,Failed
PAY00568,O01220,Transfer,Pending
PAY00570,O14744,Card,Failed
PAY00571,O20054,Cash,Failed
PAY00572,O27033,Cash,Paid
PAY00573,O17410,Card,Failed
PAY00574,O12268,Cash,Paid
PAY00575,O15441,Cash,Pending
PAY00577,O09210,Transfer,Paid
PAY00578,O25894,Cash,Failed
PAY00580,O29269,Transfer,Failed
PAY00581,O05442,Cash,Failed
PAY00582,O04409,Cash,Pending
PAY00584,O10322,Transfer,Paid
PAY00586,O24299,Cash,Paid
PAY00588,O12299,Cash,Paid
PAY00589,O26109,Cash,Failed
PAY00590,O12646,Transfer,Paid
PAY00591,O29122,Transfer,Pending
PAY00593,O09881,Card,Paid
PAY00594,O25849,Card,Paid
PAY00595,O25604,Card,Failed
PAY00597,O05952,Transfer,Failed
PAY00598,O24987,Card,Pending
PAY00599,O16221,Card,Pending
PAY00601,O02217,Cash,Paid
PAY00602,O28833,Cash,Pending
PAY00604,O29644,Transfer,Pending
PAY00605,O03271,Transfer,Failed
PAY00606,O20517,Transfer,Pending
PAY00607,O20378,Transfer,Pending
PAY00608,O27424,Cash,Failed
PAY00610,O27425,Transfer,Paid
PAY00612,O26281,Cash,Pending
PAY00613,O22439,Cash,Paid
PAY00614,O04270,Card,Paid
PAY00617,O27014,Transfer,Paid
PAY00619,O26987,Cash,Failed
PAY00624,O01958,Card,Paid
PAY00625,O01806,Cash,Failed
PAY00626,O24315,Cash,Failed
PAY00629,O18004,Transfer,Failed
PAY00630,O04318,Transfer,Paid
PAY00631,O08387,Cash,Failed
PAY00632,O03251,Transfer,Failed
PAY00633,O18039,Transfer,Failed
PAY00634,O06992,Transfer,Failed
PAY00635,O24033,Cash,Pending
PAY00636,O02576,Card,Pending
PAY00637,O25483,Cash,Failed
PAY00639,O24366,Transfer,Pending
PAY00640,O09815,Cash,Pending
PAY00641,O12925,Card,Paid
PAY00642,O21983,Card,Paid
PAY00643,O13417,Transfer,Paid
PAY00644,O13133,Transfer,Pending
PAY00645,O13572,Transfer,Pending
PAY00648,O20271,Card,Failed
PAY00651,O14395,Card,Failed
PAY00652,O00232,Card,Pending
PAY00653,O14503,Transfer,Paid
PAY00654,O13252,Cash,Paid
PAY00655,O23550,Card,Paid
PAY00657,O20966,Cash,Failed
PAY00659,O23386,Cash,Pending
PAY00661,O04626,Card,Paid
PAY00662,O02844,Cash,Failed
PAY00664,O13744,Cash,Pending
PAY00665,O14466,Card,Failed
PAY00666,O10531,Transfer,Pending
PAY00667,O22946,Cash,Paid
PAY00668,O09966,Card,Pending
PAY00669,O19282,Card,Pending
PAY00671,O18274,Transfer,Paid
PAY00673,O20117,Cash,Paid
PAY00674,O09671,Cash,Pending
PAY00675,O03666,Card,Failed
PAY00676,O16943,Card,Pending
PAY00678,O05177,Card,Paid
PAY00679,O14432,Card,Failed
PAY00680,O11234,Card,Pending
PAY00681,O24011,Cash,Failed
PAY00683,O13508,Card,Paid
PAY00684,O22355,Cash,Paid
PAY00685,O21106,Cash,Paid
PAY00686,O25654,Cash,Failed
PAY00687,O21591,Transfer,Failed
PAY00689,O08877,Cash,Failed
PAY00690,O03616,Cash,Pending
PAY00691,O18336,Cash,Pending
PAY00692,O09448,Transfer,Failed
PAY00693,O18557,Cash,Paid
PAY00694,O12652,Cash,Failed
PAY00695,O09923,Cash,Paid
PAY00696,O06396,Card,Failed
PAY00697,O21902,Transfer,Paid
PAY00698,O23630,Card,Failed
PAY00699,O22368,Cash,Paid
PAY00700,O09119,Transfer,Failed
PAY00703,O05183,Transfer,Failed
PAY00704,O06325,Transfer,Paid
PAY00705,O15173,Transfer,Paid
PAY00706,O15754,Transfer,Paid
PAY00708,O23136,Cash,Failed
PAY00709,O22821,Cash,Pending
PAY00710,O04539,Card,Pending
PAY00711,O15180,Transfer,Pending
PAY00712,O29698,Cash,Pending
PAY00713,O19531,Card,Paid
PAY00715,O25435,Transfer,Pending
PAY00716,O27787,Card,Paid
PAY00719,O06614,Transfer,Pending
PAY00720,O13683,Card,Failed
PAY00722,O13246,Card,Failed
PAY00723,O28203,Cash,Failed
PAY00724,O00761,Transfer,Pending
PAY00725,O05036,Transfer,Failed
PAY00726,O28890,Transfer,Pending
PAY00727,O10960,Transfer,Pending
PAY00728,O06537,Card,Pending
PAY00729,O06546,Transfer,Paid
PAY00730,O02715,Transfer,Paid
PAY00732,O06652,Card,Failed
PAY00733,O14433,Card,Failed
PAY00734,O19350,Transfer,Failed
PAY00736,O10139,Cash,Failed
PAY00737,O26894,Cash,Failed
PAY00738,O08616,Transfer,Paid
PAY00739,O00920,Transfer,Paid
PAY00742,O00724,Transfer,Failed
PAY00743,O18864,Cash,Paid
PAY00744,O17541,Transfer,Paid
PAY00746,O20783,Cash,Failed
PAY00747,O18490,Card,Paid
PAY00749,O28720,Card,Pending
PAY00750,O23077,Cash,Failed
PAY00751,O26517,Cash,Pending
PAY00753,O03884,Transfer,Paid
PAY00754,O28765,Cash,Failed
PAY00757,O10319,Cash,Paid
PAY00759,O20219,Cash,Paid
PAY00760,O17176,Card,Failed
PAY00764,O24643,Transfer,Pending
PAY00765,O28990,Card,Pending
PAY00766,O16970,Transfer,Pending
PAY00767,O29815,Transfer,Pending
PAY00768,O10752,Cash,Pending
PAY00771,O27850,Transfer,Pending
PAY00773,O17872,Card,Paid
PAY00774,O15583,Cash,Pending
PAY00776,O24531,Cash,Failed
PAY00777,O27118,Cash,Paid
PAY00779,O15745,Card,Paid
PAY00780,O17276,Card,Failed
PAY00781,O19574,Cash,Pending
PAY00782,O03569,Transfer,Pending
PAY00783,O19806,Card,Paid
PAY00785,O28080,Cash,Pending
PAY00788,O08965,Cash,Paid
PAY00789,O16321,Card,Failed
PAY00790,O10151,Cash,Failed
PAY00791,O08484,Card,Failed
PAY00792,O17989,Transfer,Pending
PAY00793,O20002,Cash,Pending
PAY00794,O14836,Transfer,Paid
PAY00796,O26437,Card,Failed
PAY00798,O25399,Cash,Pending
PAY00799,O10036,Transfer,Pending
PAY00801,O17548,Transfer,Failed
PAY00802,O16719,Transfer,Pending
PAY00803,O18609,Card,Failed
PAY00804,O02939,Cash,Failed
PAY00805,O05848,Cash,Pending
PAY00807,O18802,Card,Failed
PAY00808,O11399,Card,Pending
PAY00809,O07337,Cash,Pending
PAY00811,O01550,Cash,Paid
PAY00814,O00044,Cash,Pending
PAY00816,O25460,Transfer,Paid
PAY00817,O00296,Transfer,Failed
PAY00819,O19715,Cash,Paid
PAY00822,O15249,Transfer,Failed
PAY00823,O21958,Transfer,Failed
PAY00824,O21371,Card,Failed
PAY00825,O10495,Cash,Failed
PAY00828,O17450,Card,Failed
PAY00829,O14530,Card,Failed
PAY00830,O15739,Card,Failed
PAY00833,O12325,Cash,Paid
PAY00835,O10145,Cash,Failed
PAY00836,O18430,Transfer,Failed
PAY00838,O03763,Transfer,Failed
PAY00842,O04291,Card,Pending
PAY00845,O11383,Transfer,Failed
PAY00846,O13031,Cash,Paid
PAY00849,O17699,Card,Failed
PAY00850,O09174,Cash,Failed
PAY00851,O02144,Transfer,Pending
PAY00852,O12549,Card,Pending
PAY00853,O08979,Transfer,Pending
PAY00855,O28038,Card,Pending
PAY00856,O22573,Card,Pending
PAY00857,O29695,Transfer,Failed
PAY00858,O26349,Cash,Pending
PAY00859,O18563,Cash,Pending
PAY00861,O26667,Transfer,Pending
PAY00862,O15012,Transfer,Pending
PAY00864,O19407,Cash,Failed
PAY00865,O24721,Transfer,Failed
PAY00866,O18440,Cash,Paid
PAY00867,O04566,Card,Pending
PAY00868,O09515,Transfer,Failed
PAY00869,O06085,Transfer,Pending
PAY00870,O28236,Card,Failed
PAY00871,O00027,Cash,Paid
PAY00872,O05272,Cash,Paid
PAY00873,O17550,Transfer,Pending
PAY00874,O14789,Card,Pending
PAY00876,O04226,Card,Pending
PAY00877,O28756,Cash,Paid
PAY00879,O11004,Cash,Pending
PAY00880,O17943,Transfer,Pending
PAY00881,O20349,Card,Failed
PAY00882,O28598,Card,Pending
PAY00883,O19866,Card,Pending
PAY00884,O23305,Transfer,Pending
PAY00885,O04294,Transfer,Paid
PAY00886,O25044,Cash,Pending
PAY00887,O22950,Card,Failed
PAY00888,O28280,Transfer,Pending
PAY00891,O18640,Transfer,Pending
PAY00892,O18703,Transfer,Pending
PAY00894,O08015,Card,Paid
PAY00896,O25099,Card,Paid
PAY00897,O19494,Transfer,Pending
PAY00899,O29095,Transfer,Pending
PAY00900,O09650,Cash,Failed
PAY00901,O28718,Cash,Pending
PAY00902,O08967,Card,Pending
PAY00903,O01867,Cash,Failed
PAY00904,O16881,Cash,Pending
PAY00905,O22406,Card,Pending
PAY00906,O28894,Cash,Failed
PAY00907,O00292,Transfer,Paid
PAY00908,O09774,Transfer,Paid
PAY00909,O22850,Card,Pending
PAY00910,O25911,Cash,Pending
PAY00911,O27992,Card,Paid
PAY00913,O29735,Transfer,Pending
PAY00915,O02104,Transfer,Paid
PAY00916,O16351,Cash,Failed
PAY00918,O24378,Cash,Paid
PAY00919,O23257,Card,Paid
PAY00920,O10806,Card,Pending
PAY00921,O18207,Card,Paid
PAY00923,O21291,Card,Paid
PAY00924,O01952,Card,Pending
PAY00925,O14970,Transfer,Pending
PAY00926,O00426,Cash,Pending
PAY00928,O06421,Cash,Failed
PAY00930,O13223,Transfer,Paid
PAY00932,O02129,Transfer,Failed
PAY00934,O00397,Cash,Paid
PAY00936,O07432,Card,Paid
PAY00939,O23085,Transfer,Pending
PAY00940,O29361,Card,Paid
PAY00941,O25976,Cash,Failed
PAY00943,O04080,Transfer,Pending
PAY00946,O09868,Card,Pending
PAY00948,O25379,Transfer,Failed
PAY00950,O21943,Cash,Pending
PAY00951,O08791,Cash,Paid
PAY00954,O06014,Cash,Paid
PAY00956,O00121,Cash,Paid
PAY00957,O22053,Cash,Pending
PAY00958,O19491,Cash,Paid
PAY00959,O04134,Cash,Failed
PAY00960,O03703,Card,Pending
PAY00961,O01264,Transfer,Paid
PAY00963,O04362,Transfer,Failed
PAY00964,O07471,Card,Pending
PAY00965,O10792,Card,Paid
PAY00967,O16284,Transfer,Paid
PAY00969,O09319,Transfer,Pending
PAY00971,O21639,Card,Pending
PAY00972,O09659,Cash,Pending
PAY00973,O09586,Card,Paid
PAY00974,O06342,Card,Paid
PAY00977,O12300,Card,Paid
PAY00979,O25070,Card,Failed
PAY00981,O26372,Transfer,Paid
PAY00982,O06470,Transfer,Failed
PAY00983,O10687,Card,Paid
PAY00984,O07763,Transfer,Pending
PAY00985,O29303,Cash,Failed
PAY00987,O05956,Card,Paid
PAY00988,O05003,Card,Paid
PAY00990,O29437,Cash,Pending
PAY00991,O21514,Cash,Pending
PAY00992,O15826,Transfer,Pending
PAY00997,O25104,Cash,Failed
PAY00998,O06844,Cash,Paid
PAY00999,O25251,Card,Failed
PAY01000,O11593,Transfer,Failed
PAY01001,O18656,Card,Pending
PAY01004,O19920,Transfer,Pending
PAY01006,O25749,Transfer,Pending
PAY01007,O11454,Transfer,Failed
PAY01008,O15592,Card,Failed
PAY01009,O01225,Card,Failed
PAY01010,O27846,Card,Paid
PAY01011,O05492,Card,Pending
PAY01013,O13816,Transfer,Pending
PAY01014,O11797,Card,Paid
PAY01015,O23810,Cash,Failed
PAY01016,O27917,Cash,Paid
PAY01017,O27535,Transfer,Failed
PAY01020,O23718,Card,Paid
PAY01021,O04458,Transfer,Failed
PAY01026,O12021,Transfer,Paid
PAY01027,O14714,Transfer,Pending
PAY01028,O22394,Card,Paid
PAY01029,O26288,Card,Failed
PAY01030,O22632,Card,Pending
PAY01032,O19465,Transfer,Failed
PAY01033,O01231,Cash,Failed
PAY01034,O19207,Transfer,Paid
PAY01036,O26559,Transfer,Failed
PAY01037,O15228,Cash,Pending
PAY01039,O19406,Transfer,Pending
