Order_ID,Customer_ID,Product_ID,Order_Date,Quantity,Discount
O27188,C1608,P0126,,5,0.7350200949143271
O18405,C3832,P0142,,2,0.2792649075677254
O02821,C3361,P0135,,5,0.9123101373656876
O22322,C2899,P0165,2023-01-02,2,0.6949527067894397
O22516,C3587,P0239,,2,0.0899033004389177
O13686,C2725,P0327,,6,0.3978402746202205
O09762,C4034,P0343,,8,0.4094662177416269
O17097,C2408,P0254,,1,0.3196537940183556
O24798,C1271,P0189,,6,0.1306622738839754
O21009,C1735,P0466,,8,0.2512972119591174
O17809,C4385,P0227,2023-01-02,1,0.8440592517397238
O18688,C1148,P0029,,9,0.317671384069012
O08129,C0710,P0116,,6,0.7290442691047205
O00443,C3709,P0147,2023-01-02,7,0.8856775227872336
O21053,C0117,P0180,,5,0.9313203155803582
O04436,C4756,P0323,2023-01-02,1,0.684765721541807
O28371,C3329,P0491,,3,0.015062139137203
O10278,C4512,P0438,2023-01-02,2,0.6650976087939726
O16285,C1147,P0493,2023-01-02,5,0.1174063327344479
O26886,C4965,P0137,,5,0.7994977076899696
O02953,C2630,P0407,,6,0.957108204183807
O28915,C0433,P0135,,9,0.0514464121362086
O23776,C1222,P0351,,4,0.5929501721315207
O26292,C3603,P0392,,4,0.5491151923002715
O12343,C2307,P0457,,2,0.2901293522706307
O10145,C3326,P0182,2023-01-02,3,0.0683916726342077
O06723,C3157,P0174,,7,0.7039765225157826
O16568,C3725,P0113,2023-01-02,7,0.4588557517498897
O26887,C1964,P0162,,6,0.1793350280153389
O26234,C0421,P0013,,3,0.2598921416866673
O27803,C2217,P0075,,3,0.237750069860601
O22828,C1348,P0047,2023-01-02,2,0.2596814701424358
O11330,C2829,P0185,,8,0.9289510214475972
O26504,C0227,P0168,,5,0.512589121163737
O07017,C0151,P0200,,1,0.079378943014989
O18001,C3329,P0153,,6,0.821480527522916
O07512,C3518,P0144,2023-01-02,9,0.5623853407619293
O00319,C1736,P0383,,7,0.5329227935422489
O10416,C1622,P0108,,3,0.5040301828343388
O25159,C2627,P0265,,2,0.865290584686514
O03600,C1953,P0430,2023-01-02,2,0.5427272248441724
O28272,C0172,P0034,,1,0.8940737734184685
O15494,C0227,P0137,,1,0.2330211487944515
O25333,C1234,P0324,,9,0.0438110039800387
O14030,C4616,P0047,,3,0.5665514005186596
O22721,C3715,P0275,,1,0.4609108826880037
O15302,C4521,P0323,,1,0.9680237926682788
O23793,C2931,P0238,,2,0.6637783384646392
O12559,C1103,P0236,2023-01-02,3,0.8426532922334105
O09973,C2683,P0423,,4,0.7995680906934108
O21747,C0395,P0400,,4,0.3427634586015657
O15333,C3331,P0072,,1,0.7067080853485714
O00037,C1534,P0147,,6,0.970499291176478
O05438,C1979,P0023,,3,0.8528410923329599
O24061,C1864,P0425,2023-01-02,7,0.4393739030860575
O15735,C1807,P0468,,6,0.2406758304270372
O15577,C4821,P0012,,3,0.0148236761359923
O27190,C0803,P0480,,4,0.5513038305573064
O07296,C2069,P0468,2023-01-02,2,0.7549991884404794
O09725,C1703,P0415,,5,0.9405163070981346
O15796,C2012,P0301,,7,0.8818823561954487
O11065,C4686,P0201,,4,0.5187836738241074
O28804,C4777,P0449,,6,0.7855834506893142
O21125,C3488,P0430,,3,0.4980569504789965
O14333,C4112,P0010,,8,0.5439868349963257
O23487,C4244,P0026,,9,0.4346412026566151
O10404,C1578,P0294,,1,0.3968574507398052
O11166,C1235,P0100,2023-01-02,1,0.5762943702267151
O15015,C1986,P0374,,5,0.6560053116800508
O26267,C1711,P0284,2023-01-02,8,0.9057845568150598
O21236,C4139,P0306,,5,0.3329197451797075
O27478,C3868,P0036,,5,0.0062572130770034
O12936,C4451,P0430,,1,0.0263187881897163
O09601,C4569,P0145,,2,0.2495925795362341
O03646,C3669,P0352,,9,0.7645040933464069
O21107,C1501,P0411,,7,0.114082330263987
O18438,C3325,P0195,,5,0.4046987746474002
O23042,C1323,P0024,,1,0.040969690026384
O27185,C1705,P0043,,2,0.6249272578753984
O24697,C3941,P0406,2023-01-02,5,0.326132293016215
O06105,C2068,P0071,,3,0.2487957672832381
O16974,C0624,P0047,2023-01-02,3,0.7700748795830203
O17752,C2133,P0226,2023-01-02,3,0.7990560032984548
O10181,C2578,P0437,,1,0.9746008577339532
O01361,C0691,P0025,2023-01-02,1,0.2130255075242986
O18799,C3592,P0081,,5,0.5902797951972105
O19335,C2580,P0195,,6,0.6412618424373426
O07975,C0295,P0108,,2,0.0897631516357029
O10960,C3251,P0068,,5,0.7811547353351311
O27992,C1154,P0325,,4,0.0999113035707329
O23485,C3980,P0137,,2,0.0855014644801386
O15324,C3272,P0075,,7,0.8422660638292112
O09560,C2420,P0072,,4,0.7345864899931893
O04923,C0834,P0415,,7,0.9941537533037774
O21325,C3480,P0124,2023-01-02,7,0.0275600821815253
O22821,C0211,P0421,2023-01-02,6,0.4117919808876957
O17699,C3082,P0304,,8,0.0537599844673162
O28422,C1701,P0133,,9,0.2934550444815286
O08675,C4700,P0054,2023-01-02,6,0.0983500536904024
O18280,C4483,P0242,,3,0.7426164223486027
O05246,C3079,P0369,,5,0.2846627302133284
O06661,C1975,P0010,,7,0.0049650271569021
O12416,C4132,P0024,,7,0.3080787542305306
O00510,C4278,P0418,,5,0.9909288598707522
O01906,C0463,P0088,,5,0.155307029368705
O25534,C0929,P0135,,9,0.4738474542081359
O15583,C2270,P0143,2023-01-02,3,0.248424781475882
O06109,C2973,P0449,,6,0.4887023772548102
O26989,C3258,P0346,,8,0.6463671580992536
O06659,C2012,P0272,,7,0.4242259398113308
O20907,C3762,P0200,2023-01-02,6,0.9719439557613192
O11490,C3224,P0449,,2,0.2002271516625012
O22003,C4327,P0202,,9,0.5666147777829917
O24668,C3256,P0101,,7,0.1255741780243959
O11723,C3527,P0287,,7,0.6049239099978327
O07177,C4483,P0145,,8,0.9996211907657044
O05397,C4904,P0369,,1,0.5439402201513166
O22233,C4632,P0026,,8,0.1450856929089847
O27540,C1494,P0362,,5,0.5251319157528591
O04190,C2336,P0347,2023-01-02,5,0.7017963269602028
O05054,C0367,P0120,,5,0.8754039541126462
O25989,C3093,P0027,,1,0.2123910633302568
O14071,C0353,P0055,2023-01-02,6,0.3032788600874432
O29640,C1493,P0090,,9,0.6143442857025778
O19018,C2829,P0154,2023-01-02,3,0.147483886989946
O19158,C3735,P0410,,6,0.4627004785738437
O20353,C3888,P0003,,8,0.3676131423589356
O19874,C1794,P0312,,4,0.3146820656959623
O09763,C1302,P0246,,2,0.0875064121011925
O21705,C2641,P0272,,6,0.1458591471566503
O03845,C0040,P0031,,6,0.6038504356125438
O13496,C3985,P0371,,4,0.0826119432096481
O06301,C2946,P0053,,5,0.1221108128277252
O16482,C4374,P0054,2023-01-02,2,0.6288822577061037
O02288,C3016,P0363,,3,0.491031360848663
O20681,C0057,P0445,,6,0.0340747927429069
O07796,C1653,P0459,,2,0.6999774249001085
O29417,C0081,P0415,,4,0.2839667537600881
O20343,C0261,P0143,2023-01-02,1,0.4506348985896006
O07385,C3706,P0364,,6,0.2341766558720294
O14862,C4114,P0182,,9,0.9556445064504608
O21722,C4672,P0090,,4,0.4576743876045745
O20338,C2911,P0155,2023-01-02,2,0.0233804772338994
O15691,C1270,P0278,,9,0.5944543182837321
O25028,C3814,P0364,,9,0.8205789757614805
O09367,C4019,P0265,,4,0.5569048294982315
O21295,C4715,P0252,2023-01-02,5,0.9849706637735712
O17934,C1899,P0337,2023-01-02,4,0.7087626534140512
O20910,C2231,P0226,,7,0.055334843325023
O10051,C2891,P0226,2023-01-02,2,0.8519358370268835
O12393,C1759,P0396,,3,0.7132035585998506
O29190,C1912,P0256,,7,0.6699729621712747
O26141,C3808,P0239,,3,0.681531723130901
O22606,C4531,P0180,,6,0.6081145052095578
O24964,C1737,P0136,,5,0.660601564316216
O17412,C0155,P0056,,3,0.0180203026600311
O11726,C3465,P0133,,3,0.2209515479134322
O24657,C0961,P0047,,8,0.417771345602535
O08967,C1278,P0346,,5,0.6969866775496718
O19422,C1385,P0086,2023-01-02,6,0.3476322639090245
O15764,C4054,P0093,,2,0.99164930042909
O15873,C3919,P0194,,1,0.3344677946589965
O28949,C1736,P0339,2023-01-02,4,0.5729112093888804
O11079,C2866,P0114,,5,0.9652115281384664
O02271,C4248,P0404,2023-01-02,6,0.5276781351893953
O27990,C3254,P0078,2023-01-02,8,0.3676810578374955
O03665,C4526,P0177,2023-01-02,7,0.5080925738505087
O16308,C0499,P0430,2023-01-02,1,0.8975944192999394
O04270,C3628,P0083,,3,0.0662953310517661
O15474,C1048,P0090,,6,0.4639715086341935
O28390,C3038,P0137,2023-01-02,4,0.5286465368891817
O08417,C3278,P0457,2023-01-02,1,0.0712032142438896
O06566,C2285,P0378,,1,0.9457914820731284
O17426,C2239,P0146,,3,0.6977663453952316
O25854,C3866,P0437,,4,0.1752759591205182
O27127,C2891,P0027,,4,0.5953701024447833
O01952,C1058,P0043,2023-01-02,4,0.6893214094419104
O03291,C2572,P0480,2023-01-02,1,0.314449031086783
O11787,C0403,P0363,,3,0.0430112725509396
O07349,C3639,P0462,2023-01-02,7,0.3985314075462298
O13368,C1516,P0124,,3,0.8027521481828717
O16070,C3693,P0423,2023-01-02,5,0.0231344764736688
O12197,C4410,P0089,,8,0.1438881011255189
O03359,C3948,P0460,,7,0.3666556141793556
O22120,C2791,P0377,,7,0.0466608005715302
O02951,C2856,P0363,,6,0.5566643742683077
O07389,C0892,P0218,,3,0.9478752684104144
O14666,C2836,P0154,2023-01-02,6,0.6988104055224014
O29075,C1064,P0428,,1,0.896020907064315
O14227,C0168,P0114,,7,0.1111750346404947
O17534,C0170,P0094,2023-01-02,1,0.3678873557971299
O06369,C1317,P0363,,5,0.5064369628366285
O15636,C0657,P0066,2023-01-02,3,0.3769741911087281
O25348,C4203,P0003,2023-01-02,7,0.9871076074359072
O11632,C1892,P0021,,3,0.938692462350379
O15183,C3648,P0337,2023-01-02,5,0.2864229938624256
O19929,C3694,P0123,,4,0.8457976821388753
O17597,C2297,P0418,,8,0.8839970977015219
O11123,C4336,P0395,,5,0.5406487413238463
O16802,C2864,P0021,,2,0.7668744563115522
O28357,C3544,P0360,,3,0.4939073267491046
O18255,C2062,P0216,2023-01-02,3,0.4560579255949926
O29166,C0664,P0159,,7,0.4858137339558913
O18409,C1464,P0101,2023-01-02,9,0.7529358931075716
O23813,C3705,P0201,,9,0.1688085084789456
O21207,C0435,P0447,2023-01-02,7,0.2707164596445821
O16183,C2340,P0354,2023-01-02,2,0.0854996499891506
O19035,C1697,P0308,2023-01-02,1,0.1824903677613793
O13440,C4011,P0159,2023-01-02,4,0.8695479107306103
O12096,C1046,P0437,,6,0.4002983379398824
O16923,C2397,P0360,2023-01-02,3,0.1389962774486323
O06499,C1089,P0168,2023-01-02,1,0.3514204801696648
O21139,C1418,P0322,,1,0.4993207187540819
O22343,C3048,P0438,,2,0.6427014690270965
O27712,C0569,P0093,2023-01-02,4,0.4534698243064116
O27186,C3154,P0235,,4,0.9514928914185984
O21930,C3506,P0162,,2,0.823171694555551
O29488,C0640,P0313,,6,0.8160402064825436
O15784,C4176,P0008,,4,0.2832527324119882
O19142,C1985,P0377,,5,0.706065636390034
O18279,C2029,P0087,2023-01-02,6,0.9846826462527154
O15952,C0473,P0420,2023-01-02,8,0.8345805702474263
O02500,C0170,P0363,,4,0.663809587088174
O02829,C3244,P0460,2023-01-02,4,0.3017995087877765
O28449,C2471,P0146,,6,0.9338885001086412
O00047,C1245,P0496,2023-01-02,8,0.761005725777097
O26832,C3746,P0275,2023-01-02,2,0.1317921884439328
O25329,C3934,P0352,,8,0.1181361240299938
O07931,C3332,P0053,,6,0.0047186337272328
O23442,C2667,P0125,,9,0.1185082754817113
O19186,C2094,P0231,,4,0.9678340768347742
O22539,C4867,P0423,,3,0.9092870055686232
O11602,C3760,P0307,2023-01-02,5,0.7143405229468476
O11182,C2624,P0154,,9,0.4812779333470776
O25898,C4999,P0128,,2,0.5990756501805385
O28720,C2525,P0026,,8,0.9834925899142212
O08849,C2346,P0158,,7,0.2716313872104626
O25656,C1299,P0467,2023-01-02,3,0.5014602099707697
O17924,C4065,P0087,2023-01-02,4,0.7633560018094108
O01983,C3549,P0390,,5,0.2784794510996707
O24890,C2385,P0181,,1,0.4511694001997118
O22180,C0080,P0105,,5,0.763081841025461
O13305,C3511,P0065,,2,0.009803020435692
O11411,C2042,P0167,,2,0.5396792089907185
O09967,C0281,P0381,,9,0.0447076750336934
O10158,C4710,P0255,,7,0.4899831297115092
O07054,C2249,P0383,2023-01-02,6,0.4535200024547102
O06059,C4669,P0467,,9,0.8633270203029937
O29412,C2844,P0365,2023-01-02,7,0.1626980517168834
O07115,C0676,P0101,,7,0.5317615716767474
O18640,C2290,P0069,,9,0.2667234675201013
O28687,C1113,P0353,,7,0.6042947811104169
O03368,C1972,P0384,,6,0.406857555816814
O29657,C2948,P0477,,5,0.3702710375254731
O23771,C4222,P0021,,2,0.0903260588518495
O16128,C4714,P0239,,7,0.289596928900926
O25828,C3373,P0083,,9,0.1089116263714866
O15990,C0755,P0031,,6,0.1991449280712508
O19987,C3836,P0133,,9,0.7818549866198907
O17596,C1975,P0346,,2,0.1239187082216178
O00675,C4004,P0361,,8,0.3721974569602007
O01154,C2920,P0103,,9,0.2069330119247893
O05242,C2014,P0087,,7,0.036471607085305
O05022,C0344,P0012,2023-01-02,6,0.9013185904028234
O16665,C0428,P0491,,2,0.0630325481979943
O29394,C0453,P0268,,1,0.3909678302514234
O21144,C0581,P0325,,1,0.9365493921548044
O13149,C2662,P0437,,9,0.3719248794068511
O14430,C2366,P0398,,1,0.3324377773991997
O17169,C1029,P0398,2023-01-02,4,0.1453565650387477
O26243,C1383,P0075,,1,0.0029624538500953
O03194,C1043,P0087,,7,0.6271996500484098
O10638,C4443,P0479,,3,0.314405024313285
O24977,C4170,P0311,,9,0.5167919879430873
O01858,C2464,P0462,,2,0.3533350660945361
O27549,C4843,P0178,2023-01-02,2,0.8613078328670658
O10978,C0278,P0326,,9,0.4106829750603569
O19896,C3213,P0246,2023-01-02,2,0.7098560069680602
O08833,C4465,P0478,2023-01-02,1,0.6671140856259976
O27890,C0300,P0340,,6,0.291241461095397
O13879,C1557,P0252,,6,0.0104898090728844
O09613,C2845,P0491,2023-01-02,9,0.7086724568562437
O00426,C2569,P0160,,9,0.452696352385909
O28134,C4725,P0115,,2,0.1852351822663974
O09327,C3338,P0056,,1,0.1196451895930145
O17333,C1459,P0144,,5,0.9634415093062964
O27517,C1011,P0431,,3,0.9535682900602024
O09495,C0910,P0353,,6,0.8178648992161608
O16754,C1317,P0240,,2,0.5770230023773721
O07837,C3126,P0199,2023-01-02,4,0.0283861961426313
O18680,C3917,P0390,,5,0.2933114668004662
O22708,C4202,P0127,,6,0.0245470670175592
O29374,C1207,P0051,,4,0.2507410413864014
O23526,C3570,P0231,,2,0.0405074780663893
O27542,C4144,P0371,,1,0.5910585815391416
O20529,C3140,P0193,2023-01-02,1,0.51631390226225
O18748,C1400,P0377,2023-01-02,8,0.5155097183551125
O05230,C1568,P0183,2023-01-02,2,0.6457288469492752
O03755,C3378,P0256,,6,0.1028291586795863
O24925,C4181,P0341,,1,0.0307954863859539
O02964,C4391,P0026,,5,0.1164856976427724
O27702,C0278,P0416,,4,0.3244175626582922
O28100,C4681,P0032,2023-01-02,1,0.3890689272654863
O20008,C1343,P0124,,5,0.1908013443862015
O06473,C2655,P0152,,4,0.1333551611992112
O14554,C0591,P0005,2023-01-02,6,0.0732513699003113
O22735,C3954,P0431,,7,0.83667217249161
O01693,C0011,P0254,,2,0.8705966672964793
O12003,C4520,P0092,2023-01-02,1,0.2080304619771383
O03283,C0375,P0158,,9,0.9563511356305704
O04691,C0645,P0113,2023-01-02,3,0.8505559712796307
O03061,C4816,P0330,,9,0.2626846247626014
O05919,C4566,P0143,,2,0.4477063700417079
O22277,C1952,P0463,,8,0.4689974704614018
O17676,C4821,P0344,,8,0.5418362796943919
O10076,C3866,P0049,2023-01-02,4,0.8135251597366098
O07902,C3398,P0151,2023-01-02,9,0.4967968940470204
O26439,C2585,P0287,,1,0.7849023382422855
O01979,C0702,P0120,,1,0.3368206856197208
O27028,C0318,P0386,2023-01-02,4,0.6841176301664018
O18302,C3504,P0477,,1,0.7461627402205042
O00700,C0591,P0086,,5,0.8642129975038841
O26138,C0281,P0014,2023-01-02,9,0.9679987607853224
O29778,C4352,P0177,,4,0.4072327519487279
O27425,C1829,P0087,,7,0.3327297086311196
O08741,C0552,P0351,,5,0.9522770089432456
O22614,C2964,P0194,2023-01-02,7,0.7066694023269307
O17805,C1570,P0395,,5,0.8289059221679023
O11957,C4404,P0084,2023-01-02,1,0.9558637395052948
O07108,C0060,P0082,,8,0.0589708245595554
O14990,C2828,P0356,,3,0.970952018592992
O15032,C3764,P0420,,9,0.8085464631749015
O26352,C3424,P0287,,2,0.1764364232158483
O28766,C2091,P0413,,9,0.4264260955377183
O20810,C1568,P0004,,4,0.0649415361154119
O09996,C0509,P0332,,1,0.9568964581854996
O01178,C2463,P0313,,6,0.8207751890068817
O09780,C1888,P0343,,6,0.5397978833379462
O22770,C4399,P0126,2023-01-02,7,0.0816859001950731
O01119,C2232,P0272,,4,0.1439300372726094
O25101,C0401,P0042,,7,0.9971029013688206
O09602,C0877,P0028,,9,0.92940612191672
O01292,C0906,P0360,2023-01-02,4,0.223872103963568
O09386,C4441,P0490,,2,0.936693359947689
O20039,C3522,P0182,2023-01-02,2,0.9228640482451318
O18601,C1676,P0170,2023-01-02,6,0.1986271470610724
O11772,C1365,P0168,,8,0.4988403333867797
O06590,C1409,P0218,,8,0.2290128723213785
O19974,C0245,P0386,,5,0.2502231751092229
O28645,C3481,P0195,2023-01-02,1,0.4231692386085634
O29047,C1480,P0181,,4,0.2779099521768353
O25403,C1787,P0384,,2,0.2630984155155698
O06647,C4211,P0232,,7,0.7789184977163015
O21106,C2923,P0404,,7,0.4130530986071137
O21506,C2946,P0302,,7,0.0489737320362711
O15845,C4108,P0344,,4,0.950575419794902
O24067,C2324,P0361,,1,0.4414993248612944
O02056,C0892,P0058,,6,0.5073110452073926
O12176,C4389,P0225,,8,0.2951713791817348
O20064,C2815,P0381,,5,0.02842309320598
O13747,C0749,P0489,,2,0.3154123561579029
O13442,C3168,P0324,,4,0.2266670029506934
O17820,C1248,P0102,,9,0.9087682334023626
O21415,C3207,P0330,,8,0.1096999536539735
O25574,C0438,P0231,,7,0.3279632839662462
O08089,C4290,P0468,,8,0.0491187119196606
O16361,C3262,P0042,,8,0.8927566023621545
O15907,C4385,P0230,2023-01-02,3,0.7304188255737161
O19701,C4895,P0086,2023-01-02,2,0.6126660560139299
O11332,C3297,P0460,,4,0.5940866141273722
O09445,C0789,P0183,,5,0.5582744220892157
O29767,C3067,P0445,2023-01-02,8,0.3969080657186041
O15210,C4449,P0086,2023-01-02,7,0.8478126808207145
O03364,C2844,P0075,2023-01-02,5,0.95417803857683
O26333,C2336,P0392,2023-01-02,3,0.2398187821139512
O04318,C1405,P0352,2023-01-02,6,0.26193771342515
O07398,C1525,P0477,2023-01-02,1,0.7760926811144335
O00425,C3162,P0210,,6,0.9597332058601996
O13507,C2441,P0381,,8,0.0285001596701352
O20359,C3429,P0144,2023-01-02,9,0.6572529184200604
O23053,C1651,P0373,,2,0.6441967899253529
O02124,C4798,P0354,2023-01-02,9,0.9257518577954992
O21951,C3592,P0245,2023-01-02,1,0.5605396064892718
O17568,C1742,P0346,2023-01-02,6,0.2104298023902646
O22178,C1400,P0116,,7,0.2958340650385824
O27358,C4820,P0245,2023-01-02,2,0.2162235664027225
O00777,C3011,P0001,2023-01-02,6,0.0463563105271291
O02439,C2772,P0201,,7,0.290997813839066
O13212,C2939,P0225,,4,0.108513281871738
O21971,C0203,P0027,,3,0.6619578438994036
O09258,C0360,P0160,2023-01-02,5,0.6099793534821509
O18281,C1848,P0053,,8,0.7425385034486955
O05150,C0641,P0238,,7,0.9403442298639018
O27941,C1228,P0053,2023-01-02,9,0.7578908493321717
O12811,C2750,P0306,2023-01-02,7,0.982779684800286
O26146,C0089,P0142,,5,0.8887198035459845
O08951,C2440,P0012,,1,0.9041145625870812
O09543,C0292,P0254,,3,0.7899400137652646
O01785,C3169,P0020,,8,0.4463273613419282
O27022,C0150,P0034,2023-01-02,5,0.6794615447769041
O07660,C0983,P0278,2023-01-02,8,0.1387651844969596
O26245,C1819,P0495,2023-01-02,1,0.3160332952022583
O00238,C0976,P0195,2023-01-02,7,0.6403447067401717
O13891,C2778,P0054,2023-01-02,9,0.5079335535407712
O20245,C3756,P0404,2023-01-02,8,0.6531162295510198
O27679,C2571,P0101,2023-01-02,6,0.347035609890594
O13582,C4810,P0121,,3,0.3426319408401602
O11643,C1347,P0216,2023-01-02,8,0.6823237363144983
O13051,C3204,P0225,2023-01-02,6,0.8564716351060973
O27144,C1164,P0258,2023-01-02,5,0.9524155617587526
O29256,C0648,P0496,2023-01-02,8,0.7286572276107028
O00569,C0987,P0326,2023-01-02,5,0.9553123652262844
O09586,C4744,P0489,2023-01-02,1,0.8262738576255055
