Product_ID,Product_Name,Category,Cost_Price,Selling_Price
P0128,Chair,Furniture,398.8920892461692,737.3326011387014
P0131,Chair,Technology,465.9423597533431,829.0623774063049
P0132,Desk,Furniture,370.57731281281474,533.1485354604552
P0133,Tablet,Furniture,215.7685284131303,505.5610825973521
P0134,Laptop,Furniture,370.8626910300935,481.5097767972984
P0135,phone,Technology,68.12517323092455,558.2904267214383
P0136,phone,Technology,223.88700282376155,950.5454980551432
P0137,Desk,Furniture,232.84536433051068,593.3833955129364
P0140,Desk,Furniture,110.02155648698428,751.7223809493698
P0141,Chair,Technology,344.5796731086748,831.0155847478725
P0142,phone,Technology,411.0299673636594,711.2159482013757
P0143,Chair,Furniture,494.6915717271384,646.2300522038863
P0144,Tablet,Technology,205.86357639882243,608.331502977564
P0145,phone,Unknown,319.72065001749576,874.8374343208263
P0146,Tablet,Unknown,471.7152350668049,839.4819374480501
P0147,Laptop,Technology,125.16880160216868,210.0598490625396
P0149,Desk,Furniture,389.7404299171234,472.6617574963983
P0150,phone,Technology,90.03899114120227,328.3271469962297
P0151,Chair,Technology,437.5622233323793,882.7917112125333
P0152,Desk,Furniture,415.89727119987975,488.82231967036745
P0153,Laptop,Technology,65.0313529598455,827.528221159135
P0154,phone,Furniture,90.98798669602316,337.0632507602601
P0155,Tablet,Furniture,72.10710225133354,103.53638927999602
P0156,Laptop,Technology,200.634589309713,545.91327361265
P0158,Desk,Unknown,289.556477579583,778.9383599724187
P0159,phone,Technology,170.4500418962492,348.4676224624693
P0160,phone,Technology,460.2185989521234,499.28108194313086
P0162,phone,Furniture,70.49757018440863,357.99332360252737
P0163,Desk,Technology,185.10220019362387,803.3412189327148
P0165,Tablet,Furniture,233.6998201647044,682.4436050142616
P0166,Laptop,Furniture,173.22913359466662,925.6832675240512
P0167,Laptop,Technology,109.09546239394284,711.8530837819483
P0168,Tablet,Technology,418.6240250433034,829.9195203630042
P0170,Desk,Unknown,198.29396008574693,325.658643401849
P0174,Chair,Technology,226.4132906616161,697.39006250953
P0177,Tablet,Unknown,252.67553438266896,805.9973878636562
P0178,Desk,Furniture,341.0027389219573,710.8419125938185
P0180,phone,Furniture,407.54853248976747,909.7836538314316
P0181,Tablet,Technology,68.00590874080595,402.543698486589
P0182,Chair,Technology,199.53945983298183,364.8895698081123
P0183,Desk,Unknown,261.7451082280502,885.5166925714985
P0184,Laptop,Technology,191.53290749409737,817.288889283087
P0185,Desk,Technology,365.0844023737054,563.4818295835103
P0189,Chair,Unknown,172.6464415518631,446.5371140563705
P0190,Chair,Technology,443.7452727609897,852.8258724993741
P0193,phone,Technology,380.3560446456359,439.7908806960015
P0194,phone,Technology,96.83418038821114,809.8177863082817
P0195,Tablet,Technology,405.2000670532486,416.2975061236151
P0198,phone,Unknown,345.09978580288106,447.145041484918
P0199,Chair,Technology,338.72899942148405,913.2033733275535
P0200,Desk,Furniture,144.26880022381988,315.0879289801088
P0201,Tablet,Furniture,63.678836665186765,285.8618484368056
P0202,phone,Furniture,245.13016410575324,972.8387067169364
P0204,Desk,Furniture,444.4723752667693,807.2039353543789
P0207,Laptop,Technology,389.2115676958452,926.0222861886252
P0209,Laptop,Unknown,385.7369704578019,596.6013553531259
P0210,Tablet,Technology,142.16068622262512,346.648786686593
P0213,Desk,Technology,58.17108452318547,204.00102895270493
P0215,Laptop,Technology,425.9909755706751,784.5023039679306
P0216,Tablet,Furniture,229.61374749227812,537.0095820550862
P0218,Tablet,Technology,433.0769954974389,476.5320191188064
P0219,Laptop,Technology,399.04458589671503,936.052062015361
P0222,Laptop,Unknown,355.49520457576847,896.214139679519
P0224,phone,Furniture,123.00330699342362,442.99839340745456
P0225,Desk,Furniture,189.46845915312488,652.3409636688052
P0226,phone,Furniture,454.9924745953944,661.2633525675377
P0227,phone,Technology,359.67849652501855,533.5298542111068
P0229,Laptop,Technology,395.1556384913462,987.5622804478256
P0230,Desk,Furniture,473.8884944646156,839.0112635059519
P0231,Tablet,Technology,147.28485824171395,491.4821780992407
P0232,phone,Furniture,397.1681936676166,754.5632295156116
P0235,phone,Unknown,261.1770251541086,417.18792299746656
P0236,Tablet,Furniture,206.0420323640309,462.6755201110548
P0238,phone,Furniture,434.4204616958888,833.3128014723064
P0239,Chair,Technology,60.035767204389614,423.2740621502634
P0240,Desk,Technology,324.277305102244,622.3763492021324
P0242,phone,Technology,237.04745067520213,257.4971458755256
P0245,Desk,Technology,474.3719647869291,955.2556451534372
P0246,Desk,Technology,130.83522186746336,998.8750309521852
P0250,phone,Technology,196.13777403524088,998.7502843337088
P0252,Laptop,Technology,392.8123647297286,815.6266502603701
P0254,Laptop,Unknown,290.2804461207203,419.8057373975923
P0255,phone,Furniture,77.75613331389296,616.8433422313785
P0256,Desk,Technology,143.93564707938316,849.7512471377922
P0257,Laptop,Technology,268.61925148717955,719.3024886349499
P0258,phone,Furniture,88.68818087564522,119.04743258383444
P0262,phone,Furniture,362.06010768381225,914.9405297421932
P0265,Desk,Furniture,320.09837497788624,378.6124170144083
P0266,Chair,Technology,489.6369745818174,655.1956647697554
P0268,Laptop,Technology,63.85395598733597,296.44253456804745
P0271,Chair,Technology,408.011112407447,552.2766640314901
P0272,Tablet,Technology,312.7249726814402,344.0600071400831
P0275,phone,Unknown,90.79793982920224,152.91641489017337
P0278,Desk,Furniture,338.04067846377654,688.1400388524228
P0281,Chair,Unknown,143.0359905831076,794.9372543267182
P0282,Chair,Furniture,329.73331011944606,935.2078675970986
P0283,Laptop,Furniture,107.70347628669836,335.0144299897694
P0284,Laptop,Technology,169.3313938086453,401.3712558990831
P0287,phone,Furniture,269.6270703213484,911.2481711295914
P0294,Tablet,Technology,461.9628444080818,672.4363196186972
P0295,Desk,Technology,399.48803346768034,954.5458885652456
P0296,Laptop,Furniture,152.7488764669897,997.0603932649432
P0298,Laptop,Technology,222.69826866003072,639.1113734031511
P0299,Desk,Technology,113.6969829445205,870.6408881716732
P0301,Chair,Unknown,347.50876407157256,720.6079699467684
P0302,Chair,Unknown,69.78723872965467,467.9592955525614
P0304,phone,Unknown,161.934469831032,462.4782568726978
P0306,Desk,Technology,350.5701809550841,725.8664337303752
P0307,phone,Unknown,243.238454083514,327.4684018736078
P0308,Chair,Unknown,248.5795112599745,380.2650805403902
P0309,Desk,Technology,79.53259790108316,208.9731684173165
P0310,phone,Unknown,230.6495971670017,878.1932025009025
P0311,Laptop,Technology,394.1815519489926,544.0998513544648
P0312,Chair,Furniture,461.82935173396896,614.9321900077603
P0313,phone,Furniture,236.0737116785173,612.4894147853691
P0316,Chair,Unknown,474.2474004973745,770.61947364856
P0317,Tablet,Technology,170.17742310771212,214.3506388219069
P0321,Tablet,Technology,99.76385478377964,376.0954762175491
P0322,Tablet,Unknown,332.4797310030196,527.7047203015662
P0323,Desk,Unknown,134.03582806879712,504.4161850565916
P0324,Desk,Furniture,279.5971703352819,737.7212125584992
P0325,Tablet,Furniture,288.0964704471973,661.0886140990249
P0326,Laptop,Unknown,444.2915130012432,679.9565460536792
P0327,Tablet,Furniture,258.1224233055972,742.6488975899116
P0328,phone,Unknown,175.7490900061524,363.3514546811188
P0329,Tablet,Furniture,153.9348566972142,390.0999806204263
P0330,Desk,Technology,443.4133445079513,494.1979731059987
P0331,Desk,Technology,126.95488448820278,376.7159557301735
P0332,phone,Unknown,241.64085239741468,986.444082073777
P0333,phone,Furniture,134.22790171712614,832.6467337792867
P0337,Laptop,Technology,212.4948382819101,319.65710593863275
P0339,Desk,Technology,299.19827943249715,580.0043034033149
P0340,Laptop,Technology,373.0405330090686,872.1957004546227
P0341,Chair,Furniture,453.667332312808,763.0751988219047
P0343,Laptop,Unknown,197.8290744520384,459.36933042320726
P0344,phone,Technology,478.6030684158734,557.1047885781499
P0345,Chair,Unknown,61.19414690657245,829.185264553002
P0346,phone,Technology,219.5760024572745,855.2094427955483
P0347,Desk,Unknown,453.1094858789787,918.7464807169983
P0349,Chair,Furniture,172.88665264459323,724.8472717922766
P0350,phone,Technology,186.18002828684996,200.62033411054344
P0351,Laptop,Unknown,325.541023181115,608.7600639585839
P0352,Desk,Technology,247.2497490264592,323.82262852402164
P0353,Tablet,Technology,377.0306763590041,488.54519652395
P0354,Tablet,Technology,452.7097891540996,670.6454574760475
P0356,Desk,Unknown,142.01002408890898,146.96655201708498
P0360,Tablet,Furniture,90.4852754874324,199.31955090208797
P0361,phone,Technology,303.5226832997745,315.5398431131169
P0362,Desk,Technology,101.1931081162933,299.09936276406927
P0363,phone,Furniture,112.44914785068384,988.116934761907
P0364,Desk,Furniture,185.01371626797348,375.4054946880489
P0365,Chair,Furniture,176.74385435800872,214.6787050234592
P0367,Chair,Technology,417.5353757627067,872.1617098577575
P0369,Chair,Unknown,168.11800462241453,366.4738802219053
P0370,Desk,Furniture,160.38972409369097,605.4545438123095
P0371,phone,Technology,484.6061885481354,743.3703767803682
P0373,Tablet,Furniture,445.8742398770971,699.88460976792
P0374,Laptop,Furniture,139.87783360508223,883.7293822980562
P0377,Tablet,Furniture,248.15829825196357,486.870732200091
P0378,Desk,Unknown,368.20427627497145,677.4132660085899
P0381,phone,Technology,299.2239121405206,992.797308113366
P0383,Tablet,Furniture,69.05072565612144,523.2240870939786
P0384,Desk,Technology,55.03968736506685,884.82676135858
P0385,Desk,Furniture,256.13012258280105,302.5363591397794
P0386,Chair,Furniture,109.3264780115814,529.1157015103449
P0388,Laptop,Technology,146.32360530234538,455.56869284937335
P0390,Chair,Technology,138.95192159342105,427.2649738940413
P0391,Tablet,Technology,296.81761358710605,436.1177951134498
P0392,phone,Furniture,102.224056723056,993.8537106384996
P0395,Chair,Unknown,479.4162986818895,753.3719013955125
P0396,phone,Technology,114.02879837492112,146.57093170219105
P0398,Desk,Furniture,80.56679190027181,194.8005048204679
P0399,Tablet,Unknown,98.67215850583196,968.9370913071406
P0400,phone,Furniture,278.99431313420064,946.7771931052276
P0404,phone,Technology,400.8238891441093,563.9922946676279
P0406,Chair,Furniture,254.73214282685493,299.4340873955026
P0407,Chair,Technology,210.28034044778948,780.9605092809506
P0410,Laptop,Technology,310.5826374586975,691.0504358110576
P0411,Laptop,Furniture,154.3555047960117,492.7160748732505
P0413,phone,Furniture,475.33486089179496,836.1231634419983
P0414,Desk,Technology,191.18086648009427,361.4334450480493
P0415,Chair,Technology,249.1650604960064,405.7430894524759
P0416,Tablet,Technology,101.58797461356808,942.3596383557432
P0418,phone,Unknown,62.43432478516878,137.9353752666408
P0420,phone,Unknown,113.12825575458506,821.088910219266
P0421,phone,Furniture,448.9538506840185,794.5012956796712
P0423,Tablet,Unknown,124.1016181282873,579.8805979321362
P0425,Tablet,Unknown,190.69534145984875,629.8200769024145
P0428,Tablet,Furniture,231.5852449282532,255.3916609878308
P0430,Tablet,Technology,126.449003662979,634.2873215021293
P0431,Tablet,Furniture,222.3795542386004,898.060952751314
P0433,Tablet,Technology,213.40791972033617,983.8360788318838
P0436,Chair,Technology,115.2043966883057,832.6614586480126
P0437,Laptop,Technology,129.79006408519018,382.81736844955446
P0438,Chair,Furniture,438.2033316493501,976.1738966535266
P0439,phone,Technology,226.74241351612363,359.1439733542736
P0441,phone,Technology,173.24231886741694,892.6737193667705
P0445,Chair,Furniture,99.7436139875309,578.7745610468485
P0447,Chair,Technology,388.0167655201622,812.9953298398166
P0449,Chair,Unknown,396.1340554981677,919.5512566353448
P0451,Laptop,Furniture,391.30508628910695,828.1928951407415
P0453,Desk,Furniture,159.84255762167106,810.3704041973351
P0457,Laptop,Furniture,207.26833203864544,665.8707032452639
P0458,Chair,Technology,464.77733923897966,666.7053866738986
P0459,Laptop,Unknown,469.83314685518576,988.2223427963912
P0460,Chair,Furniture,158.83382617913577,458.23885669368616
P0462,Chair,Furniture,244.88352731505432,661.9824344659532
P0463,Tablet,Furniture,462.88612725365664,843.0478052568345
P0465,Laptop,Furniture,384.9366728018147,822.8117495611348
P0466,Chair,Furniture,260.1353341237091,484.0065825542243
P0467,phone,Furniture,152.51034007078528,671.4228117808577
P0468,phone,Technology,139.70755802510882,870.6693940445052
P0469,Desk,Technology,241.4440374153555,541.5487194805655
P0473,phone,Unknown,177.04685782937412,746.4141954831558
P0475,Chair,Furniture,69.97786923619715,319.4551897263464
P0477,Laptop,Technology,495.4514730079436,604.3418741230914
P0478,Desk,Technology,233.0955781811019,458.1615495661923
P0479,Tablet,Technology,54.93364390919451,707.2065928208456
P0480,Chair,Technology,126.40668779792632,150.07479339583244
P0482,Chair,Furniture,325.4356931917366,549.29035317994
P0484,phone,Furniture,164.24780493248068,366.2320264762237
P0487,Chair,Furniture,195.26652397122947,722.6367275125457
P0489,Laptop,Furniture,116.27321382424702,158.54136196342654
P0490,Desk,Furniture,253.65402654601215,977.3852800881187
P0491,Chair,Unknown,446.5388028000384,713.0552953955544
P0493,Laptop,Furniture,427.8050179139399,731.5579366802064
P0494,Laptop,Unknown,315.6140143668625,780.6986078321431
P0495,Desk,Unknown,136.34452089606054,801.9659821499014
P0496,Laptop,Unknown,311.4978101140534,530.0895750877519
P0497,Tablet,Furniture,277.6924981206786,486.8944823123632
